claim_id,study_id,doi,claim,role,direction,status,note,result_position,source_result_id,article_result_from_phase1,ali_test_name,ali_reported_result,ali_reproduced_result,ali_result_status,in_scope,scope_exclusion_reason,project_verified_result,project_result_status,frequentist_test,p_value,p_operator,p_sidedness,t_value,t_df,f_value,f_df1,f_df2,z_value,chi2_value,chi2_df,r_value,n1,n2,n_total,n_eff,effect_size_type,effect_size_value,estimate,se_estimate,raw_data_file,raw_variable_names,model_formula,contrast_direction,extraction_note,source_file,source_row_id,source_study_id
study_35_claim_01,study_35,10.1037/stl0000314,"We found that answering questions about texts (retrieval practice) that were read with and without multitasking, both led to better recall 7 days later than texts read with multitasking followed by rereading..",primary,unclear,pending,"RESOLVED: the article's F(2,116) = 4.22, p < .02, eta_p2 = .07 IS reproducible. The earlier mismatch (F = 10.43) was a sums-of-squares issue diagnosed by Peter Allen: the authors used SPSS/SAS (Type III SS) while the script used weighted Type I/II marginals, which diverge because Sex is unbalanced (45 F, 15 M). Type III gives F = 4.223231, p = .016966, eta_p2 = .067872 -- matches the article. Moved from held to pending: this is a mixed ANOVA with a 2-df numerator, so it is Wave 2 (needs a raw-data Bayesian model), NOT reducible to a Wave-1 t-equivalent Bayes factor.",key,study_35_result_01,"F(2,116) = 4.22, p < .02, ηp² = .07",2x3 mixed ANOVA,"F(2,116) = 4.22, p < .02, ηp² = .07","F(2,116) = 4.22, p < .02, ηp² = .07",Fully reproducible,TRUE,,"F(2, 116) = 4.22, p < .02, eta_p2 = .07",recomputed_from_author_delayed_recall_variables,mixed_anova,0.01696583698840235,=,omnibus,,,4.2232308597817685,2,116,,,,,,,60,60,eta_p2,0.0678722528776864,,,data/raw/study_35/Untitled3.sav,CORRECT_ANSWERS_RR; CORRECT_ANSWERS_MMRP_A; CORRECT_ANSWERS_RP_A; Sex,"sex-controlled repeated-measures GLM: delayed_recall_percent ~ condition + condition:Sex error term; condition order = RR, MMRP, RP","delayed recall differs across multitask + reread, multitask + retrieval practice, and no multitask + retrieval practice","The article's Hypothesis 2 delayed-recall condition means are reproduced from the uploaded author data: RR M = 22.02381 (SD = 22.329397), MMRP M = 35.238095 (SD = 23.075031), RP M = 38.333333 (SD = 24.916556). Using all complete cases and controlling for Sex gives F(2, 116) = 4.223231, p = 0.0169658, eta_p2 = 0.067872. The unadjusted author-syntax-style repeated-measures GLM gives F(2, 118) = 10.146464, p = 8.58697e-05, eta_p2 = 0.146739. Sums of squares: TYPE III (SPSS/SAS default), using unweighted marginal means and an effective n of g * harmonic-mean(group sizes) = 45. This recovers the published F(2, 116) = 4.22, eta_p2 = .07. The earlier reported mismatch (F = 10.427106) came from weighted Type I/II marginals, which are inflated here because the between factor is unbalanced (Sex: 45 F, 15 M). Diagnosis credited to Peter Allen; cross-checked against afex::aov_ez(type = 3). The script does not exclude participant 39 and does not force the article value. Variable ordering only changes labels/contrasts, not the omnibus condition F.",study_35_recomputed.csv,22,study_35
study_37_claim_01,study_37,10.1037/stl0000356,"Students in asynchronous sections had a higher risk of withdrawing, as did students with lower self-efficacy and those reporting family obligations.",primary,two_sided,pending,"Fully reproducible per Ali's Phase 2: log-odds = 1.23, p < .001 (HUMAN_family). Wave 3: mixed-effects binomial logistic regression (lme4::glmer, bobyqa, nAGQ = 10). Needs a Bayesian GLMM, not a t-equivalent Bayes factor.",key,study_37_result_01,"Log-odds = 1.23, p < .001",Mixed-effects binomial logistic regression,"Log-odds= 1.23, p < .001","(Log-odds = 1.23, p < .001)",Fully reproducible,TRUE,,"Log-odds = 1.23, p < .001",recomputed_from_raw_data,mixed_effects_logistic_regression,5.085537391876573e-4,=,two_sided,,,,,,3.4762100854299707,,,,,,563,,log_odds_coefficient,1.226475766148826,1.226475766148826,0.3528198054799452,data/raw/study_37/osf_data.csv,Attrition; section; HUMAN_family1; + covariates (see model_formula),"Attrition ~ h1_demo_age_nontrad1 + h1_demo_gender_male1 + h1_demo_ethn_Lat1 + h1_demo_ethn_Afr1 + h1_demo_parents_y_1 + h1_demo_addl_lang_EngOther1 + h1_demo_first_semest1 + h1_regents_avg + h1_ESSES_avg + h1_textbook_y_1 + h1_blackboard_y_1 + synchronous1 + HUMAN_attn + HUMAN_work + HUMAN_course + HUMAN_mental + HUMAN_sleep + HUMAN_family + (1 | section); family = binomial(logit); glmer, bobyqa, nAGQ = 10; Wald z for HUMAN_family1","reporting family obligations (HUMAN_family = 1) vs not, on the log-odds of course withdrawal","model4_att fixed effect HUMAN_family1: log-odds = 1.2265 (SE = 0.3528), z = 3.476, p = 0.000509, OR = 3.409. n = 563 in 10 sections.",study_37_recomputed.csv,50,study_37
study_37_claim_02,study_37,10.1037/stl0000356,"Students in asynchronous sections had a higher risk of withdrawing, as did students with lower self-efficacy and those reporting family obligations.",supplementary,two_sided,pending,"Fully reproducible per Ali's Phase 2: log-odds = -1.11, p = .010 (synchronous). Wave 3, same model family as claim_01. Note the section-level SE is sensitive to the lme4 version; Ali's SE = 0.434330 is retained as the reference value.",second,study_37_result_02,"Log-odds = 1.23, p < .001",Mixed-effects binomial logistic regression,"(Log-odds = −1.11, p = .010)","(Log-odds = −1.11, p = .010)",Fully reproducible,TRUE,,"Log-odds = -1.11, p = .010",recomputed_from_raw_data,mixed_effects_logistic_regression,0.00680125755823099,=,two_sided,,,,,,-2.706421912130458,,,,,,563,,log_odds_coefficient,-1.1134727657547194,-1.1134727657547194,0.41141876688332346,data/raw/study_37/osf_data.csv,Attrition; section; synchronous11; + covariates (see model_formula),"Attrition ~ h1_demo_age_nontrad1 + h1_demo_gender_male1 + h1_demo_ethn_Lat1 + h1_demo_ethn_Afr1 + h1_demo_parents_y_1 + h1_demo_addl_lang_EngOther1 + h1_demo_first_semest1 + h1_regents_avg + h1_ESSES_avg + h1_textbook_y_1 + h1_blackboard_y_1 + synchronous1 + HUMAN_attn + HUMAN_work + HUMAN_course + HUMAN_mental + HUMAN_sleep + HUMAN_family + (1 | section); family = binomial(logit); glmer, bobyqa, nAGQ = 10; Wald z for synchronous11","synchronous (1) vs asynchronous (0) format, on the log-odds of course withdrawal","model4_att fixed effect synchronous11: log-odds = -1.1135 (SE = 0.4114), z = -2.706, p = 0.006801, OR = 0.328. n = 563 in 10 sections.",study_37_recomputed.csv,51,study_37
study_39_claim_01,study_39,10.1037/stl0000385,"Overall, students rated the project as an engaging and positive experience with high levels of educational value... students generally agreed that their contributions added to the diversity of publicly available materials.",primary,two_sided,pending,"Verified: reported key rho=.468 matches result_01 exactly. Wave 3: Spearman correlation, needs a rank-likelihood/copula model, not a Pearson conversion.",key,study_39_result_01,"ρ = .468, p = .008",Spearman’s rank-order correlation,"ρ = .468, p = .008","ρ = .468, p = .008",Fully reproducible,TRUE,,"rho = .468, p = .008",recomputed_from_raw_data,spearman_correlation,0.00785525563692106,=,two_sided,,,,,,,,,0.4684981537600316,,,31,31,spearman_rho,0.4684981537600316,0.4684981537600316,,Open_Pedagogy_Student_Perceptions.sav,Howmotivatingwasitthatthefinalproductofthisprojectwas; Ibelievemyphotographsadddiversitytothecollectionofpubl,"stats::cor.test(motivation_open_availability, photographs_add_diversity, method = 'spearman', exact = FALSE)",More motivation about the openly available final product is associated with stronger belief that photographs add diversity.,Recomputes Table 1 Spearman correlation. Pairwise N = 31. R uses the large-sample Spearman p-value because Likert items contain ties.,study_39_recomputed.csv,25,study_39
study_39_claim_02,study_39,10.1037/stl0000385,"Overall, students rated the project as an engaging and positive experience with high levels of educational value... students generally agreed that their contributions added to the diversity of publicly available materials.",supplementary,two_sided,pending,"CONFIRMED directly in Ali's own Phase 2 file: the second-result cell literally reads 'p =.394, p = .031' -- the same transcription glitch (rho mislabeled as p) is present in the source spreadsheet itself, not introduced during extraction. Recomputed rho=.394, p=.031 is used. Same model requirement as claim_01.",second,study_39_result_02,"ρ = .468, p = .008",Spearman’s rank-order correlation,"p =.394, p = .031","p =.394, p = .031",Fully reproducible,TRUE,,"rho = .394, p = .031",recomputed_from_raw_data_extraction_typo_corrected,spearman_correlation,0.03141382760977439,=,two_sided,,,,,,,,,0.3935734549922448,,,30,30,spearman_rho,0.3935734549922448,0.3935734549922448,,Open_Pedagogy_Student_Perceptions.sav,Didthiscourseseemmoreengagingorlessengagingthancourses; HowmuchdidyoulikesharingyourphotoswiththeworldonFlic,"stats::cor.test(course_engagement_comparison, liked_sharing_with_world_flickr, method = 'spearman', exact = FALSE)",Courses perceived as more engaging are associated with greater liking of sharing photographs with the world via Flickr.,"Recomputes Table 1 Spearman correlation. Pairwise N = 30. The original index row appears to contain a typo ('p = .394'); the article reports rho = .394, p = .031.",study_39_recomputed.csv,26,study_39
study_40_claim_01,study_40,10.1037/stl0000412,Exam performance for those students who opted in was improved beyond what was predicted by their baseline trajectory.,primary,unclear,pending,"Verified: reported key Delta-chi-sq=10.31 matches result_01 exactly. Wave 3: lavaan growth-model chi-square difference test, needs the full two-model Bayesian SEM comparison.",key,study_40_result_01,"Δχ²(2) = 10.31, p < .01.",Chi-square difference test,"Δχ²(2) = 10.31, p < .01.","Δχ²(2) = 10.31, p < .01.",Fully reproducible,TRUE,,"Delta chi-square(2) = 10.31, p < .01",recomputed_from_author_lavaan_models,chi_square_difference,0.00577128301535579,<,omnibus,,,,,,,10.309721727,2,,180,190,370,,none,,,,data/raw/study_40/Wood_and_Cross_2024_Final_Data_deidentified.csv,opt_in; p_tot1; p_tot2; p_tot3; p_tot4; p_tot5,lavaan latent-basis growth model: i =~ 1*p_tot1 + ... + 1*p_tot5; s =~ 0*p_tot1 + m/NA*p_tot2 + 1*p_tot3 + NA*p_tot4 + NA*p_tot5,Model 7 versus Model 8: intervention-related post-intervention trajectory differences beyond group mean-structure differences,"Recomputed from the author's lavaan latent-basis models using p_tot1-p_tot5 and opt_in. Model 7 is lb_fit3: lb_growth_par with group-specific means and post-intervention loadings, under the parallel pre-intervention loading assumption. Model 8 is lb_fit4: lb_growth with group-specific mean structure but loadings constrained equal across opt-in groups. lavaan::lavTestLRT(lb_fit3, lb_fit4) gave Model 7 chi-square = 25.579863, df = 23; Model 8 chi-square = 35.889584, df = 25; chi-square difference = 10.309722, df difference = 2, p = 0.00577128. n_total = 370; opt-out n = 180; opt-in n = 190.",study_40_recomputed.csv,27,study_40
study_40_claim_02,study_40,10.1037/stl0000412,Exam performance for those students who opted in was improved beyond what was predicted by their baseline trajectory.,supplementary,unclear,held,"Out of scope per metadata/data_scope_note.md (result must have a p-value AND be fully reproduced): Ali's Phase 2 explicitly marks this second result 'Not reproducible' (reported Delta-chi-sq=16.3, p<.005, but no recomputed row/p-value exists). Held, not re-attempted, same treatment as study_35.",second,,"Δχ²(2) = 10.31, p < .01.",Chi-square difference test,"Δχ²(2) = 16.3, p < .005.","Δχ²(2) = 16.13, p < .005.",Not reproducible,FALSE,"Out of scope: Almuhanna Phase 2 status is 'Not reproducible', not 'Fully reproducible'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
study_41_claim_01,study_41,10.1177/00986283251313760,Results from the learning outcomes demonstrated increased research knowledge and skills and a positive overall experience with the project.,primary,two_sided,ready,"Verified: reported key t=8.53 matches result_01 exactly (df CORRECTED to 29, not 36). Phase 1 hypothesis explicitly predicts 'an increase' in research knowledge/skills pre-post -- legitimate pre-specified direction, updated from two_sided to positive. [Directionality policy: the published significance test for this result is two-sided, so the Bayes factor is computed two-sided to match. The directional Phase 1 hypothesis is recorded but does not change the sidedness of the comparison; only study_20, whose authors ran a genuinely one-sided test, stays one-sided.]",key,study_41_result_01,"t(36) = 8.53, p < .001, d = 1.56",Paired samples t-test,"t(36) = 8.53, p < .001, d = 1.56","t (29) = 8.53, p < .001, d = 1.56",Fully reproducible,TRUE,,"t = 8.53, p < .001, d = 1.56",recomputed_from_raw_data_pairwise_complete,paired_t_test,2.1220678220813164e-9,=,two_sided,8.532340234397516,29,,,,,,,,,,30,,cohens_dz_paired,1.557785071562812,1.8333333333333337,0.2148687561640336,data/raw/study_41/BART Content Knowledge_Deidentified.xlsx,"PRE_Analyze, POST_Analyze",paired t-test: POST_Analyze - PRE_Analyze,post minus pre,No imputation. Analysis uses pairwise-complete PRE/POST values. The article table reports t and d but does not report df; df follows from the number of complete pairs. Positive signs reflect POST - PRE.,study_41_recomputed.csv,28,study_41
study_41_claim_02,study_41,10.1177/00986283251313760,Results from the learning outcomes demonstrated increased research knowledge and skills and a positive overall experience with the project.,supplementary,two_sided,ready,"Verified: reported second t=6.15 matches result_02 exactly (df CORRECTED to 28, not 36). Same pre-specified positive direction as claim_01. [Directionality policy: the published significance test for this result is two-sided, so the Bayes factor is computed two-sided to match. The directional Phase 1 hypothesis is recorded but does not change the sidedness of the comparison; only study_20, whose authors ran a genuinely one-sided test, stays one-sided.]",second,study_41_result_02,"t(36) = 8.53, p < .001, d = 1.56",Paired samples t-test,"t (36) = 6.15, p < .001, d = 1.14","t(28) = 6.15, p < .001, d = 1.14",Fully reproducible,TRUE,,"t = 6.15, p < .001, d = 1.14",recomputed_from_raw_data_pairwise_complete,paired_t_test,1.219425388797962e-6,=,two_sided,6.151246852292457,28,,,,,,,,,,29,,cohens_dz_paired,1.1422578644469734,1.3793103448275863,0.22423264387667077,data/raw/study_41/BART Content Knowledge_Deidentified.xlsx,"PRE_Intr data, POST_Intr data",paired t-test: POST_Intrdata - PRE_Intrdata,post minus pre,No imputation. Analysis uses pairwise-complete PRE/POST values. The article table reports t and d but does not report df; df follows from the number of complete pairs. Positive signs reflect POST - PRE.,study_41_recomputed.csv,29,study_41
study_43_claim_01,study_43,10.1177/00986283231218943,"We found a testing effect for practiced content, whereas no transfer effect occurred for untested content from the same lecture sessions.",primary,unclear,pending,"RESOLVED. Almuhanna's KEY target is F(1,64) = 5.33, p = .024, eta_p2 = .08, marked 'Fully reproducible' -- the follow-up testing effect for REVIEWED content, not the learning-condition x question-type interaction (F = 5.18) that the reproduction script previously saved as its only row. Our recomputation gives F(1,64) = 5.325433, p = .0242607, eta_p2 = .076818, matching the article exactly (Glaser & Richter, 2023). The value was always computed but was recorded only inside the extraction_note; study_43.R now saves it as its own row (id 52). Model matches the authors' own Step-1 SPSS GLM syntax with Type III SS. Wave 2: follow-up simple effect inside a 2x2x2 mixed ANOVA whose error term comes from the full GLM, so it is NOT a Wave-1 t-equivalent despite the 1-df numerator.",key,study_43_result_02,"F(1, 64) = 5.33, p = .024, ηp² = .08",2×2×2 mixed ANOVA,"F(1, 64) = 5.33, p = .024, ηp² = .08.","F(1, 64) = 5.33, p = .024, ηp² = .08.",Fully reproducible,TRUE,,"Testing effect for reviewed content: F(1, 64) = 5.33, p = .024, eta_p2 = .08",recomputed_from_author_spss_repeated_measures_glm,mixed_anova,0.02426068009909113,=,omnibus,,,5.3254332738233945,1,64,,,,,,,67,,eta_p2,0.07681788663027694,0.02991293532338309,0.01697266522589208,data/raw/study_43/Datafile.sav,Crit_Score_Testing_old; Crit_Score_Testing_New; Crit_Score_Restudy_old; Crit_Score_Restudy_New; Lecture; questiontype_crit,SPSS GLM Crit_Score_Testing_old Crit_Score_Testing_New Crit_Score_Restudy_old Crit_Score_Restudy_New BY Lecture questiontype_crit /WSFACTOR = Learning_condition 2 Polynomial Old_vs_New 2 Polynomial /WSDESIGN = Learning_condition Old_vs_New Learning_condition*Old_vs_New /DESIGN = Lecture questiontype_crit,"Final-test performance on questions referring to TESTED content exceeds performance on questions referring to RESTUDIED content, within reviewed content.","ROW: follow-up simple effect for REVIEWED content -- this is Almuhanna's KEY target for study_43 (reported F(1,64) = 5.33, p = .024, eta_p2 = .08; marked Fully reproducible). Article: Glaser & Richter (2023), 'Follow-up tests revealed a testing effect for questions referring to reviewed content.' Recomputed from the author's SPSS GLM target using complete cases on the four criterion-score variables. The target within-subject interaction was reconstructed as the contrast (Testing_old - Testing_New) - (Restudy_old - Restudy_New), then tested as the intercept in lm(contrast ~ Lecture + questiontype_crit) using sum contrasts, matching the SPSS repeated-measures GLM with Lecture and questiontype_crit as between-subject factors and no Lecture x questiontype_crit term. n_total = 67; Lecture counts: 1=39; 2=28; questiontype_crit counts: -1=37; 1=30. Target interaction: F(1, 64) = 5.183127, p = 0.0261602, eta_p2 = 0.074919. Follow-up reviewed/tested content contrast: F(1, 64) = 5.325433, p = 0.0242607, eta_p2 = 0.076818. Follow-up unreviewed-content contrast: F(1, 64) = 0.739777, p = 0.392943, eta_p2 = 0.011427. Question-type main effect: F(1, 64) = 19.091631, p = 4.66226e-05, eta_p2 = 0.229766. Learning-condition main effect: F(1, 64) = 0.634395, p = 0.428692, eta_p2 = 0.009815.",study_43_recomputed.csv,52,study_43
study_43_claim_02,study_43,10.1177/00986283231218943,"We found a testing effect for practiced content, whereas no transfer effect occurred for untested content from the same lecture sessions.",supplementary,unclear,pending,"RESOLVED. Almuhanna's SECOND target is F(1,64) = 19.09, p < .001, eta_p2 = .23, marked 'Fully reproducible' -- the question-type main effect (reviewed vs not reviewed). Our recomputation gives F(1,64) = 19.091631, p = 4.66226e-05, eta_p2 = .229766, matching the article exactly. As with claim_01 the value existed only in the extraction_note; study_43.R now saves it as its own row (id 53). Wave 2: within-subject main effect in a mixed design.",second,study_43_result_03,"F(1, 64) = 5.33, p = .024, ηp² = .08",2×2×2 mixed ANOVA,"F(1, 64) = 19.09, p < .001, ηp² = .23","F(1, 64) = 19.09, p < .001, ηp² = .23",Fully reproducible,TRUE,,"Question-type main effect: F(1, 64) = 19.09, p < .001, eta_p2 = .23",recomputed_from_author_spss_repeated_measures_glm,mixed_anova,4.6622630546360285e-5,=,omnibus,,,19.091630797282217,1,64,,,,,,,67,,eta_p2,0.2297659898366884,0.05220771144278608,0.0120747883005952,data/raw/study_43/Datafile.sav,Crit_Score_Testing_old; Crit_Score_Testing_New; Crit_Score_Restudy_old; Crit_Score_Restudy_New; Lecture; questiontype_crit,SPSS GLM Crit_Score_Testing_old Crit_Score_Testing_New Crit_Score_Restudy_old Crit_Score_Restudy_New BY Lecture questiontype_crit /WSFACTOR = Learning_condition 2 Polynomial Old_vs_New 2 Polynomial /WSDESIGN = Learning_condition Old_vs_New Learning_condition*Old_vs_New /DESIGN = Lecture questiontype_crit,Final-test performance on questions referring to REVIEWED (tested or restudied) content exceeds performance on questions referring to content NOT reviewed.,"ROW: question-type main effect -- this is Almuhanna's SECOND target for study_43 (reported F(1,64) = 19.09, p < .001, eta_p2 = .23; marked Fully reproducible). Article: 'We found a strong main effect for question type.' Recomputed from the author's SPSS GLM target using complete cases on the four criterion-score variables. The target within-subject interaction was reconstructed as the contrast (Testing_old - Testing_New) - (Restudy_old - Restudy_New), then tested as the intercept in lm(contrast ~ Lecture + questiontype_crit) using sum contrasts, matching the SPSS repeated-measures GLM with Lecture and questiontype_crit as between-subject factors and no Lecture x questiontype_crit term. n_total = 67; Lecture counts: 1=39; 2=28; questiontype_crit counts: -1=37; 1=30. Target interaction: F(1, 64) = 5.183127, p = 0.0261602, eta_p2 = 0.074919. Follow-up reviewed/tested content contrast: F(1, 64) = 5.325433, p = 0.0242607, eta_p2 = 0.076818. Follow-up unreviewed-content contrast: F(1, 64) = 0.739777, p = 0.392943, eta_p2 = 0.011427. Question-type main effect: F(1, 64) = 19.091631, p = 4.66226e-05, eta_p2 = 0.229766. Learning-condition main effect: F(1, 64) = 0.634395, p = 0.428692, eta_p2 = 0.009815.",study_43_recomputed.csv,53,study_43
study_44_claim_01,study_44,10.1177/00986283231199454,"In Experiment 1, more positive evaluations were provided for SETs with higher ratings.",primary,unclear,pending,"Verified: reported key F(7,199)=12.75 matches result_01 exactly. Wave 3 (MANOVA, Experiment 1). Needs raw-data multivariate model.",key,study_44_result_01,"F(7, 199) = 12.75, p < .001, ηp² = .31",2 x 2 x 2 between-subjects MANOVA,"F(7, 199) = 12.75, p < .001, ηp² = .31","F(7, 199) = 12.75, p < .001, ηp² = .31",Fully reproducible,TRUE,,"F(7, 199) = 12.75, p < .001, eta_p2 = .31",recomputed_from_original_experiment1_columns_type3_pillai_manova,manova,1.7157316959997989e-13,<,omnibus,,,12.74755527561583,7,199,,,,,106,107,213,,eta_p2,0.3095860707636572,,,data/raw/study_44/Untitled2.sav,METADATA; Group; V6; OUTCOMES1; V8; V10; V11; V12; V13; V15,"MANOVA cbind(effective, well_liked, clear_expectations_reversed, helpful, challenging_content, learning_environment, prepared_reversed) ~ participant_status * rating_magnitude * quizzing_comment, with sum contrasts and Type-III Pillai tests",main effect of rating magnitude: high ratings versus low ratings,"Experiment 1 only. The original outcome columns were used directly: OUTCOMES1, V8, V10, V11, V12, V13, V15. This avoids the partially missing manually derived variables helpful/challenging in the edited SAV. Complete-case N = 213; students = 117; faculty = 96; high-rating n = 106; low-rating n = 107. Type-III Pillai trace = 0.30958607, F = 12.747555, df = 7, 199, p = 1.7157317e-13.",study_44_recomputed.csv,32,study_44
